Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,CLS,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,A CLASS,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,CLS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,E CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,SPRINTER,WDB9061132N608438,WDB9066332S946313,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,V CLASS,WDF63960123609349,WDF63981523901363,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,VIANO,WDF63960123609349,WDF63981523901363,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,VITO,WDF63960123609349,WDF63981523901363,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,CL CLASS,WDB9061132N608438,WDB9066332S946313,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,E CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,M CLASS,WDC1469051J012374,WDD246208SJ296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,SLK-CLASS,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,CLA,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,GLA,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,CLA,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,M CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,VITO,WDF447813004296,WDF44781313008071,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,A CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,C CLASS,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,SLK-CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,S CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,VIANO,WDF44781313004296,WDF44781313008071,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,SPRINTER,WDB9061132N608438,WDB9066332S946313,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/184,mercedes benz,New Vito  Viano  Vito & V-Class,OIL MAY LEAK,On certain diesel engines the 'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,5358,SRV1501,V CLASS,WDF44781313004296,WDF44781313008071,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,B CLASS,WDC1569051JD12373,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/182,mercedes benz,M Class  SLK  C Class  E-Class  CLS  S Class  CLA  GLA  A Class & B Class,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,61672,SRPC1500,GLA,WDC1569051J012374,WDD2462082J296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2014/183,mercedes benz,Sprinter,OIL MAY LEAK,On certain diesel engines the  'O' ring may not have been produced to the correct specification. This may allow oil to leak and contaminate the environment. If excessive oil is lost engine damage may occur.,On affected vehicles  replace the chain tensioner sealing ring.,21679,SRV1500,B CLASS,WDC1569051J012374,WDD2462082j296467,01/02/2014,30/11/2014,Daimler AG,2015-01-16,Daimler AG,0.0052095031854426065
2015-01-16,R/2015/008,ford,Fiesta,REAR SEAT BELT BUCKLE LATCH MAY FAIL,The rear seat belt buckle (catch) could be defective. In the event of a frontal impact a defective buckle could fail causing the rear seat occupant to be unrestrained by the seat belt.,Recall the vehicles that are likely to be affected to check the rear seat belt buckles and if found to be part of the defective batch  new buckles will be fitted.,9257,4U626,FIESTA,,,23/09/2014,11/11/2014,Ford Motor Company,2015-01-16,Ford Motor Company,0.0031002839712904965
2015-01-19,R/2014/171,nissan,Leaf,LOSS OF STEERING CONTROL,A fail safe clip on the steering column may have become dislodged during the assembly process. As a result the column may not have been correctly assembled. Over a period of time and under certain conditions the column may work loose and disconnect causing a loss of steering.,On affected vehicles  inspect column and where necessary replace the column shaft.,4474,RG4BR,LEAF,,,12/02/2013,16/10/2014,Nissan Motor Co.,2015-01-19,Nissan Motor Co.,0.0
2015-01-23,R/2015/015,jaguar,XK,PARKING LIGHTS MAY NOT FUNCTION AS INTENDED,Front side lights  when used as parking lights  should remain illuminated until the battery is exhausted. On affected vehicles they may extinguish after a period of time.,Recall the vehicles that are likely to be affected and update the software.,3680,J049,XK,SAJWA4FB0CLB44940,SAJAC45R7FMB56794,02/07/2011,13/01/2015,Tata Motors,2015-01-23,Tata Motors,0.04678825750379503
2015-01-23,R/2014/178,vauxhall,Mervia B,SEAT BELT MAY OPEN INADVERTENTLY IN THE EVENT OF A CRASH,The   buckles on seat belts fitted to the 2nd row of seats may have a weakness created during the manufacturing process. This weakness may allow the buckle to inadvertently open during a collision. ,On affected vehicles  check the traceability codes of the 2nd row seat belts. Replace those belts which have an affected code. ,752,14-c-072,MERIVA,F4020075,F4037524,09/10/2014,11/11/2014,Peugeot S.A.,2015-01-23,Peugeot S.A.,0.0012899933265689417
2015-01-23,R/2015/014,land rover,Range Rover,POSSIBLE LOSS OF BRAKING EFFICIENCY,It is possible that one or both of the front brake hoses could rupture allowing brake fluid to leak. A warning lamp and message will appear on the dash board when the fluid depletes to a certain level. Braking capability will be retained by the rear brake circuit  pedal feel will be degraded and pedal travel extended. Stopping distances will increase.,Recall the vehicles that are likely to be affected and replace both front brake hoses.,34134,P054,RANGE ROVER,SALLMAM546A198146,SALLMAMJ3CA393639,14/03/2005,26/07/2012,Tata Motors,2015-01-23,Tata Motors,0.04678825750379503
2015-01-23,R/2015/022,porsche,Cayenne  Cayenne S Hybrid & Panamera S Hybrid,FUEL MAY LEAK -  POSSIBILITY OF FIRE,Fuel may leak from the injector fuel rails. Occupants may notice a smell and   though small  there is a risk of fire.,Replace injector fuel rails,112,AF03,CAYENNE,WP0ZZZ97ZCL040081,WP1ZZZ92ZCLA92969,17/03/2011,07/05/2012,Volkswagen AG,2015-01-23,Volkswagen AG,0.0033922251152937004
2015-01-23,R/2015/022,porsche,Cayenne  Cayenne S Hybrid & Panamera S Hybrid,FUEL MAY LEAK -  POSSIBILITY OF FIRE,Fuel may leak from the injector fuel rails. Occupants may notice a smell and   though small  there is a risk of fire.,Replace injector fuel rails,112,AF03,PANAMERA ,WP0ZZZ97ZCL040081,WP1ZZZ92ZCLA92969,17/03/2011,07/05/2012,Volkswagen AG,2015-01-23,Volkswagen AG,0.0033922251152937004
2015-01-28,R/2014/172,toyota,Aygo,LOSS OF CONTROL,The front shock absorber rod may have an internal fault which could cause it to break. This could have an adverse affect on the front suspension and the driver's ability to control the vehicle.,On affected vehicles  replace both front shock absorbers. ,2128,,AYGO,JTDKG1#C#N714236,JTDKG1#C#N726320,20/06/2013,27/08/2013,Toyota Motor Corporation,2015-01-28,Toyota Motor Corporation,0.019792431040012992
2015-01-28,R/2014/172,toyota,Aygo,LOSS OF CONTROL,The front shock absorber rod may have an internal fault which could cause it to break. This could have an adverse affect on the front suspension and the driver's ability to control the vehicle.,On affected vehicles  replace both front shock absorbers. ,2128,,AYGO,JTDJG1#C#N714295,JTDJG1#C#N726316,20/06/2013,27/08/2013,Toyota Motor Corporation,2015-01-28,Toyota Motor Corporation,0.019792431040012992
2015-01-30,R/2015/024,citroen,C1,BUMPER MAY NOT PERFORM AS DESIGNED IN A COLLISION,Affected vehicles may have a small defect in the front bumper frame. This may affect its impact absorption in the even of a collision.,If required replace front bumper frame.,3,NHD,C1,VF7******ER528938,VF7******ER529151,13/11/2014,14/11/2014,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-01-30,R/2015/023,peugeot,108,BUMPER MAY NOT PERFORM AS DESIGNED IN A COLLISION,Affected vehicles may have a small defect in the front bumper frame. This may affect its impact absorption in the even of a collision.,If required replace front bumper frame.,1,ZXJ,108,VF3******ER027423,VF3******ER027423,14/11/2014,14/11/2014,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-01-30,R/2014/189,vauxhall,Astra J,POSSIBILITY OF FIRE,In the event the radiator cooling fan is blocked  there is a risk that an electrical short circuit can occur. This in turn causes damage to the cooling fan module and in the worst case could potentially result in a vehicle fire. ,In the first instance  the battery cover must be removed  to prevent overheating of the wiring/module. The cover should be disposed of and  must not be refitted at any time. Check the cooling fan is not obstructed or blocked in anyway     In approximately in 4 to 6 months-time an adapter wiring harness will become available and Authorised Repairers will be instructed to install this harness to the cooling fan module. This is now closed and superceeded by 16-C-004,48155,14-c-073,ASTRA,AG000001,CG000009,19/05/2009,15/04/2011,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-01-30,R/2014/189,vauxhall,Astra J,POSSIBILITY OF FIRE,In the event the radiator cooling fan is blocked  there is a risk that an electrical short circuit can occur. This in turn causes damage to the cooling fan module and in the worst case could potentially result in a vehicle fire. ,In the first instance  the battery cover must be removed  to prevent overheating of the wiring/module. The cover should be disposed of and  must not be refitted at any time. Check the cooling fan is not obstructed or blocked in anyway     In approximately in 4 to 6 months-time an adapter wiring harness will become available and Authorised Repairers will be instructed to install this harness to the cooling fan module. This is now closed and superceeded by 16-C-004,48155,14-c-073,ASTRA,CG000013,CG000019,19/05/2009,15/04/2011,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-01-30,R/2014/189,vauxhall,Astra J,POSSIBILITY OF FIRE,In the event the radiator cooling fan is blocked  there is a risk that an electrical short circuit can occur. This in turn causes damage to the cooling fan module and in the worst case could potentially result in a vehicle fire. ,In the first instance  the battery cover must be removed  to prevent overheating of the wiring/module. The cover should be disposed of and  must not be refitted at any time. Check the cooling fan is not obstructed or blocked in anyway     In approximately in 4 to 6 months-time an adapter wiring harness will become available and Authorised Repairers will be instructed to install this harness to the cooling fan module. This is now closed and superceeded by 16-C-004,48155,14-c-073,ASTRA,A8000004,C8000013,19/05/2009,15/04/2011,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-01-30,R/2014/189,vauxhall,Astra J,POSSIBILITY OF FIRE,In the event the radiator cooling fan is blocked  there is a risk that an electrical short circuit can occur. This in turn causes damage to the cooling fan module and in the worst case could potentially result in a vehicle fire. ,In the first instance  the battery cover must be removed  to prevent overheating of the wiring/module. The cover should be disposed of and  must not be refitted at any time. Check the cooling fan is not obstructed or blocked in anyway     In approximately in 4 to 6 months-time an adapter wiring harness will become available and Authorised Repairers will be instructed to install this harness to the cooling fan module. This is now closed and superceeded by 16-C-004,48155,14-c-073,ASTRA,A3001367,B3023583,19/05/2009,15/04/2011,Peugeot S.A.,2015-01-30,Peugeot S.A.,0.001122599495208672
2015-02-11,R/2015/212,porsche,Macan S & Macan Turbo,FUEL MAY LEAK,Fuel may leak from the low pressure fuel line connector. A very small number of reports where the occupants noticed a smell of fuel have prompted the recall. There is a theoretical/perceived risk of fire.,Recall the vehicles that are likely to be affected and replace the low pressure fuel line.,1198,AF06,MACAN,WP1ZZZ95ZELB90527,WP1ZZZ95ZGLB93843,24/01/2014,26/10/2015,Volkswagen AG,2015-02-11,Volkswagen AG,0.0028334335451171526
2015-02-12,R/2015/240,bmw,M3 & M4 ,DRIVESHAFT MAY FAIL,The propshaft slide joint may not have been lubricated during manufacture,On affected vehicles check propshaft and hwere necessary replace propshaft.,6,0026260100,M4,,,09/05/2015,11/09/2015,BMW,2015-02-12,BMW,0.006587252339632619
2015-02-12,R/2015/240,bmw,M3 & M4 ,DRIVESHAFT MAY FAIL,The propshaft slide joint may not have been lubricated during manufacture,On affected vehicles check propshaft and hwere necessary replace propshaft.,6,0026260100,M3,,,09/05/2015,11/09/2015,BMW,2015-02-12,BMW,0.006587252339632619
2015-02-16,R/2014/185,suzuki,SX4 S-Cross,FUEL TANK MAY BECOME LOOSE,A fuel tank supporting strap may not have been correctly formed during production. The strap can crack and may  with prolonged use  break.,On affected vehicles replace strap.,1522,R14/14,SX4,TSMJYA22S00183533,TSMJYA22S00196295,15/07/2014,28/10/2014,Suzuki Motor Corporation,2015-02-16,Suzuki Motor Corporation,0.005035863611346652
2015-02-16,R/2014/185,suzuki,SX4 S-Cross,FUEL TANK MAY BECOME LOOSE,A fuel tank supporting strap may not have been correctly formed during production. The strap can crack and may  with prolonged use  break.,On affected vehicles replace strap.,1522,R14/14,SX4,TSMJYB22S00183583,TSMJYB82S00192102,15/07/2014,28/10/2014,Suzuki Motor Corporation,2015-02-16,Suzuki Motor Corporation,0.005035863611346652
2015-02-16,R/2014/185,suzuki,SX4 S-Cross,FUEL TANK MAY BECOME LOOSE,A fuel tank supporting strap may not have been correctly formed during production. The strap can crack and may  with prolonged use  break.,On affected vehicles replace strap.,1522,R14/14,SX4,TSMEYA21S00821254,TSMEYB21S00821666,15/07/2014,28/10/2014,Suzuki Motor Corporation,2015-02-16,Suzuki Motor Corporation,0.005035863611346652
2015-02-16,R/2015/007,nissan,Qashqai & NV200,LOSS OF STEER,It is possible that the steering wheel boss may not have been produced to the correct specification. If a higher than normal loading is applied to the steering wheel  typically on low speed manoeuvring  it is possible that the steering wheel boss may separate from the steering column. This can result in a loss of steering control.,Recall all affected vehicles to check and if necessary  replace the steering wheel assembly.,27252,PG5B2  PS5B0,NV200,,,17/02/2012,30/07/2012,Nissan Motor Co.,2015-02-16,Nissan Motor Co.,0.0
2015-02-17,R/2015/013,land rover,Range Rover 3.0L V6 S/C & 5.0L V8 S/C and   Range Rover Sport 3.0L V6 S/C & 5.0L V8 S/C,POSSIBLE LOSS OF BRAKING EFFICIENCY,On affected vehicles the servo vacuum hose may have been incorrectly routed and can chafe against the auxiliary drive pulley. This can lead to failure of the hose and a loss of brake servo assistance.,On affected vehicles check brake servo hose. If in good condition  correctly reroute  and  secure hose. If hose is damaged  replace hose and correctly route and secure. ,1575,P052,RANGE ROVER SPORT,SALWA2EE8EA600007,SALWR2VF4FA617728,18/08/2014,12/02/2015,Tata Motors,2015-02-17,Tata Motors,0.005266771859485701
2015-02-17,R/2014/137,nissan,Micra,DRIVER AIRBAG MAY FRACTURE DURING DETONATION,It has been identified that due to the incorrect assembly of the driver airbag inflator. If the vehicle is involved in a collision and the air bag is required to deploy  then the gas flow path may have been blocked increasing the internal pressure within the inflator. As a result  the driver airbag inflator casing may crack and fragment.,Recall all affected vehicle to inspect and where necessary replace driver airbag with a quality assured item.,1919,,MICRA,,,27/05/2010,31/07/2012,Nissan Motor Co.,2015-02-17,Nissan Motor Co.,0.027756372624469033
2015-02-17,R/2015/013,land rover,Range Rover 3.0L V6 S/C & 5.0L V8 S/C and   Range Rover Sport 3.0L V6 S/C & 5.0L V8 S/C,POSSIBLE LOSS OF BRAKING EFFICIENCY,On affected vehicles the servo vacuum hose may have been incorrectly routed and can chafe against the auxiliary drive pulley. This can lead to failure of the hose and a loss of brake servo assistance.,On affected vehicles check brake servo hose. If in good condition  correctly reroute  and  secure hose. If hose is damaged  replace hose and correctly route and secure. ,1575,P052,RANGE ROVER SPORT,SALWA2EE1EA300003,SALGA2DF7EA154799,07/05/2013,08/01/2014,Tata Motors,2015-02-17,Tata Motors,0.005266771859485701
2015-02-17,R/2015/013,land rover,Range Rover 3.0L V6 S/C & 5.0L V8 S/C and   Range Rover Sport 3.0L V6 S/C & 5.0L V8 S/C,POSSIBLE LOSS OF BRAKING EFFICIENCY,On affected vehicles the servo vacuum hose may have been incorrectly routed and can chafe against the auxiliary drive pulley. This can lead to failure of the hose and a loss of brake servo assistance.,On affected vehicles check brake servo hose. If in good condition  correctly reroute  and  secure hose. If hose is damaged  replace hose and correctly route and secure. ,1575,P052,RANGE ROVER,SALGA2EEXDA100000,SALGA2DF7EA154799,16/08/2012,08/01/2014,Tata Motors,2015-02-17,Tata Motors,0.005266771859485701
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,XC70,140559,223682,14/03/2012,30/01/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,V70,213001,331870,24/02/2011,02/02/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,S60,290056,360156,07/06/2011,30/01/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,S60,081110,350262,07/06/2011,30/01/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,XC60,237064,729424,12/05/2011,30/01/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,V60,011004,260428,02/12/2010,02/02/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
